question_id	question_text
1728	What was the United Nations attitude to invasions by Korea?
1199	What characterizes the early history of Poland?
2810	How did the British deploy ships during the Seven Years War?
2319	What is the form of government of Victoria (Australia)?
1451	What caused tensions between Iraq and Kuwait to heat up before the war?
3371	What characterizes the climate of Madrid?
1540	How did native americans become considered to be an authority ?
470	Why is there a dearth of Middle English literature?
2310	Why are body checks allowed in ice hockey?
3275	What characterized Edinburgh in the first half of the 18th century?
117	What did the Normans do to increase the notoriety of Naples?
2269	Why was Napoleon Bonaparte considered a constitutional monarch?
2403	What characterizes a member of parliament in India?
3614	What are municipalities in various countries?
813	Why are we uncertain about some details of Buddha's life?
2796	What still exists in Alpine villages?
2398	How is The Times operated and owned?
2162	What attempts did Britain make to colonize the Caribbean?
3553	"What is ""The Ten Tragic Days""?"
1329	Why did Hungary decline?
3072	What were the nautical considerations of Columbus's quest for Asia?
207	What were the factors that made Germany a great power?
3160	What is the difference between a global city and a mega city?
898	Why is flash smelting used in copper production?
1679	How do several styles make up art deco?
1445	How does Latin deal with tenses?
2114	What characterized the neolithic period in America?
2706	What happened to Portugal during the Reconquista period?
895	How was Baltimore significant before and during the revolutionary war?
1591	Why has Antwerp historically been an important city?
810	Are the challenges of agriculture surmountable?
897	Why is recycling important in the production of copper?
1145	What are the rules of the Rugby League?
3661	What does a golf course consist of?
318	Describe the geography of Bolivia.
354	How is a metropolitan area bounded?
1360	What human rights violations have occurred in Belarus?
3477	What branch does the FBI operate under?
949	Why did global markets plunge, despite the government bailout of big banks?
2001	Under what restrictions did modern democracies tend to initially restrict the vote?
1617	How was the Roman Republic structured compared to a modern government?
3748	How does the political structure of Jehovah's Witnesses reflect their religious beliefs?
217	Why did the Stamp Act lead to the Revolutionary War?
3350	What were the British motivations for the Napoleonic war?
3860	How is tourism so significant in Florence?
2253	What is a summary of the development of smallpox in human civilization?
27	Why is Manchester considered to have a radical history in literature?
3750	What is Qatar?
3713	What is the role of Mary (mother of Jesus) in the Bible?
2064	"What is the history of the term, ""welfare state""?"
430	What contributed to the diffusion of the Italian language?
3850	What is the importance of Moksha?
3354	How were baskets developed?
852	How did Texas's statehood effect the residents of the state?
944	What stages did the War of 1812 occur in?
701	What was the state of British Columbia's economy and labor markets following World War I?
2311	Why do goaltenders wear different equipment?
3906	How did Islam spread in Southeast Asia?
2767	How did new economic forces change the Commonwealth?
566	"How does the role of head of state embody ""the spirit of the nation""?"
3474	What caused the Caucasus area to come under the influence of Russia?
2441	What did the city suffer through in the 70s?
894	How was the Baltimore area inhabited before colonial settlement?
683	What was the factor that made opera for everyone, rather than just royalty?
1420	What made the Iraq war unpopularity during Bush's campaign?
3024	What was the East India Company's role in the opium trade?
1611	How did Cologne become established as a major city?
1959	Why is Uruguay considered one of the most secular countries in the Americas?
3736	What do secularists see as the ideal relationship between religion and government?
3143	How has John Calvin influenced the Reformation?
3793	HOW HAS ISLAM SHAPED THE REGION?
3976	Why is conscription controversial?
1693	How was the theory of evolution received by society when it was first introduced?
1608	In what ways was the Roman empire divided during Emperor Diocletian's administration?
1370	How is a musical distinct from an opera?
215	How were Coat of Arms used in French heraldry?
2110	How has the Russian Orthodox Church supported Vladimir Putin?
4099	How did databases evolve in information technology?
998	Why is George Washington called the father of our country?
1192	What factors have contributed to Jordan's foreign debt in recent years?
1991	What has happened since Suharto's resignation?
881	How do volcanic eruptions cause global cooling?
1119	How well did Einstein do in school as a child?
3922	Why did Hollywood residents want to secede from Los Angeles?
3636	How does Irreligion relate to forms of theism?
214	How were Coats of Arms used in the heraldic traditions of England and Scotland?
3231	how are the PISA test conducted?
2262	How does pollution affect the Pacific?
490	Why was Europe divided by the Iron Curtain?
3782	What was the Goryeo Dynasty of Korea?
2868	What is Canada's relation to the organization?
1218	How is syncretism viewed differently among scholars?
2557	How does medieval realism help us to understand the daily life of the time?
182	How was grammar established in Spanish?
2205	What does the Quebec economy have to offer, and how does this lead to Quebec's economic success?
3343	What is the history of human occupation of Toronto?
2625	How does the corporate business model of McDonald's differ from that of other fast food companies when it comes to franchises?
951	Describe the IMF evaluation of markets during the 2007-2008 crisis?
90	How did Nova Scotia's name come to be?
3883	How is the Bering land bridge related to migration?
1975	How does the US Congress deal with representation from D.C. and American territories?
3972	How does the legend of Mil Espaine tie into the history of the Irish people?
1293	How does the political structure of New England towns affect the local culture?
3216	What is the success rate of a homosexual relationship?
3783	What is the Korean Empire?
2855	Why has Massachusetts played such a powerful commercial and cultural role in the history of the United States?
982	Explain how the city of New York originated.
3784	What was the Korean War?
3666	What contributes to the size of a tropical cyclone?
1358	What is the early history of Belarus?
1455	What is the distinct difference between subtropical and oceanic climates?
1559	What are the ingredients to be found in a Coca-Cola product?
3153	What different subgenres influenced rock and roll in the 1950s?
151	"What were the effects of the ""Great Fire"" of 1842?"
1057	Why did both the Americans And British want to negotiate with each other to the exclusion of France?
1552	How did Russia benefit during World War II?
4081	Which events marked the beginning of the cold war?
1364	What are the functions of  kindergarten in Canada?
187	Why was the Marine Corps less important during the 19th Century?
602	How did the Austrian State Treaty affect Austria's alliances?
1615	How was Cologne targeted during World War II?
3993	What is the geography of Northern Europe?
3567	What are the demographics of Asia like?
1879	What are features of the hydrology of Serbia?
3366	How does population growth compare between developed and poverty-stricken countries?
2845	What are direct greenhouse gas emissions?
4161	How did Italy justify war?
301	What is the role of Anglicanism as the state religion of England?
2937	How is harmony used in heavy metal?
2286	How was the Persian language prevalent in Asia Minor?
865	In what ways did the British African colonies participate in the war?
3454	What are the significance of lines on the tennis court?
3925	What is the purpose of the UNSC?
220	What led to The battle of Lexington?
0	How did Muhammad influence Syria?
253	How did the development of oceanic shipping shape trade of the Mediterranean?
2039	What defines wales?
2208	How was Quebec involved in the events of WWI and WWII?
1974	How does the American legislature differ from its British model?
94	How does the government of Nova Scotia make money?
1228	What led to the adoption of the Maastricht treaty?
3480	In what year was the FBI established?
371	What events led up to the creation of the USDA?
817	Historically, what could be a short explanation of Gold's usage as precious metal & currency?
3608	What characteristics are peculiar to Spanish and Occitan?
2699	What are the key elements of market capitalism?
3432	What status do the offices of Chancellor and Vice-Chancellor hold at Cambridge?
2590	How did the contributions of the three men which shaped British foreign policy from 1810 to 1860 do so?
2351	Why do storm tides threaten the coasts of the Netherlands, Belgium, Germany, and Denmark?
2221	How did the Russian revolution give power to communism?
2809	What strategies were employed during the Seven Years War?
2076	Why was the Human Development Index created?
467	What defined the Danish Golden Age?
592	How has Brooklyn's water traffic changed over the years?
3028	How did Prussia cease to exist?
2567	Why is Iceland considered to have a very high level of economic freedom?
1256	Why is an absolute poverty threshold important as a definition?
773	How did Orson Wells reading of War of the Worlds effect future broadcasting?
4113	"How did the English pronunciation, ""Japan"", come to be?"
1529	In what ways did African Americans create a society for themselves in the Reconstruction era and beyond?
261	How did the arrival of Europeans change the lives of Native Americans?
2173	How did New York Times describe the Grand Tour?
1055	What has the Catholic Church been criticized for its doctrines on sexuality?
3031	How did China address the concerns with them being the host nation?
3836	How did popular music develop in North America and Europe?
1618	How did the Celtic invasion of Italy affect Rome?
1307	How did the Confederate States of America form?
157	What is the ecology of Vancouver?
827	Why did Lincoln remove McClellan as general in chief in March 1862?
2329	What effects subtropical fauna in Ohio?
4164	What reasons does Loren Thompson give for there being cuts on the military budget in the U.S.?
3670	What are the three cornerstones Methodists took from the Christian faith?
84	What is Arabic's role in education?
2891	What is the geography of Western Washington?
1413	How did the Romans see the Germanic people?
3076	How did the name Moscow arise from the Moskva River?
588	How does legacy admission run contrary to meritocracic admissions?
3776	Why do more developed countries have a higher Total Fertility Rate?
4098	How did the development of transistors improve information technology?
2266	How were governmeent policies shaped by John Locke?
4054	Why were the early years of the NL tumultuous?
1961	How did the Guerra Grande start in Uruguay?
3557	How is inflation measured?
1655	How does the Department of Defense budget spending surpass the accounted for budget?
1929	How was it proposed Iraq was obtaining uranium during disarmament?
2561	What is the history of cotton in Peru?
3194	Why was the Royal Navy significantly reduced in size?
1583	What was the effect of Prohibition on Chicago?
835	Why was mercantilism imposed in Great Britain?
369	How does the USDA help the poor and homeless?
595	Why are Presbyterians disproportionally present in positions of power, such as government?
1278	What causes the  deadliest genocide in history?
1064	"Why was Vienna a ""hotbed"" of racism and prejudice in the early 20th century?"
2391	Why is a particular chestnut tree in Geneva considered special?
3131	How did early humans spread in and out of the Sahara?
4038	What is the worldwide significance of wheat?
590	Why are economic conditions in Manhattan important to people who live in Brooklyn?
1152	What is the classification set by the IMF?
1872	What played a key role in the city's development as a commercial center?
3190	Who runs the administration of the euro?
1922	Why did Alexandria, VA request the land given to Washington DC back?
3148	What relation did the establishment of New Jersey have for Pennsylvania?
2325	Why do Boston's colleges and universities exert such a significant impact on the regional economy?
2335	What place do instruments hold in classical music?
927	How was Ringo Starr added to the group?
2174	What does niche tourism refer to?
2033	What did immigrants find appealing about Michigan?
2123	What are the characteristics of the euro coins and notes?
3186	Explain about the types of deciduous forest
1889	What are the major population centers of the British Isles?
2316	What are the economic stances in the Balkans?
2202	What were the consequences of the Berlin Conference of 1885?
4180	What is the status of the state school in Australia?
1481	What was the original mission of Time Magazine?
3731	How does the WTO function?
1491	Why did John Calvin prefer a system of government that divided political power between a democracy and aristocracy?
3725	"How do Sikhs view the ""Worldly illusion"""
35	What problems exist in measuring sea level?
2193	Why is it difficult to define what is a great power?
1736	What resulted from the implementation of A. Baldwin Wood's drainage plan?
205	What are the impacts of differing political systems in the Caribbean?
293	What was Arabic influence on Urdu?
2209	"What is significant about Quebec's status as a ""symbolic nation""?"
1249	How did the Roaring '20s affect New Jersey?
1137	What is the climate of Tunisia?
1003	How does Greek philosophy relate to agnosticism?
2854	What is the history of the Europe-Asia division of Eurasia?
1208	How does the climate affect Siberian agriculture and animal husbandry?
3500	What role did submarines play in the Attack on Pearl Harbor?
3152	What different types of rock music defined the 1980s and 1990s
340	Why has the Scots-Irish population in Alabama likely been under-reported?
1310	What grievances did many white people in the South have against the American government?
2339	What did the establishment of Munich as an official city mean for the city?
1547	"What was the significance of the ""Venus"" figurines?"
2430	What are varying definitions of mathematics?
2030	What role do natural sciences have in UNESCO?
3643	How did the Pentium brand become a houshold name?
1161	What effects did the Crusades have on Western civilization?
3339	Why do Atheists believe people cannot know god in the Epistemological arguments?
2257	How was smallpox used by militaries in the 18th century?
3204	What did Julius Ceasar do after coming to power?
794	Why was the archaeological method developed?
43	Why might the early Greeks have attempted to segregated their culture?
2793	Why did the Press stagnate in the 18th century?
2055	What are the etymology and semantics of Oceania?
20	What causes tornadoes to appear different colors?
2833	What characterized Stalin's early life?
3071	What were the geographical considerations of Columbus's quest for Asia?
2175	What is FIFA?
2754	What is the origin of King's College?
952	What is the Common Era?
2795	What affects the climate in Europe?
2662	How did the nationalist movement seek to reform Indian laws?
4044	How is DNA structured?
4157	How did the Axis powers come into existence?
3465	How do the Alps contribute to the weather phenomenon known as the fohn?
2020	Why did Bonaparte write the pro-republican pamphlet entitled Le souper de Beaucaire?
721	Why was Elizabeth assumed to be the successor to the throne in 1555?
1846	How is hip hop music defined?
2409	"How Early Can We Trace Back The English Usage Of This ""Guerrilla Warfare"" Expression.?"
3949	What was the impact of early European exploration on Native Americans?
575	What is tuberculosis?
106	What were the effects of the Bronze Age on Slovakia?
2916	What does the term left-wing politics include as their main ideas or ideologies?
1159	How did NATO begin?
1101	How do head of government titles and roles vary in different political systems?
985	How does soil contamination occur during the process of constructing Olympic venues?
2179	What is the supreme body of FIFA?
2831	What were Stalin's effects from 1939 to 1945?
680	What caused Opera to spread from its origins?
3556	Why do economists like low inflation?
311	How did Kennedy's interest in politics develop?
517	How did Latvia get its name?
2574	What are visual elements of punk rock?
2941	Why did some countries consider the annexation of Estonia by USSR illegal?
3515	What is the history of judiciary systems?
2946	"What led to the phrase ""not worth a continental""?"
3342	Why did Plato believe in Divine Command?
2272	How is Thailand's constitutional monarchy organised under a head of state?
3950	How did Fox get started as a television network?
2324	Why is Boston sometimes called the city of neighborhoods?
1211	How is Frankfurt geographically situated?
2904	How was Oregon effected during World War II?
3586	What sorts of political actions were prompted by the Tripartite Act?
4145	How did Charlemagne reform the church?
3987	How did roman influence effect Scotland?
1295	How did New England view slavery prior to the Civil War?
1342	What are other designations of the Romani people?
362	EXPLAIN THE PROCEDURE OF ELECTION TO THE SUPREME COURT.
2585	What does public transportation look like in Slovenia?
1361	What is kindergarten?
564	How was the Marshall Plan funding repaid by Europe?
1339	HOW DOES THE TERM CATHOLIC REACH OTHER DENOMINATIONS?
3758	What events led to the CIA calling for Fidel Castro's assassination?
1806	How was Finland settled by early settlers?
188	What was the Marine Corps role in Afghanistan after September 11th?
2505	How are Earth's Volcanoes distributed, also comparatively, how do we distinguish Mid-oceanic ridge from Pacific Ring, the Rio Grande Rift & Eastern Africa Rift volcanism?
279	What are some television networks based in San Francisco?
3249	As Matter Of Legally Authority Would The Council of Europe Be Just As Empowered As The European Union & If Otherwise, How?
1919	How did the House of Lords drastically change in 1999?
2322	How was the yet undiscovered root language proto-greek lost?
377	What were the effects of the Liverpool ONE development?
110	What characterizes the history of the Bronze Age?
3655	How is the location of Florida on a map accurately described?
1447	How were vowels formed in Classical Latin?
1219	What is the structure of high school in Nigeria?
528	What were the origins of the Renaissance?
3397	Is there any historical precedence to this idea of city diplomacy?
2537	What was Portugal's role in exploration?
2879	What were the results of the revised Fundamental Law of 20 February 1906?
596	How do Presbyterians maintain a sense of order within the church and among its members?
1721	How do the various Nobel Prizes differ in appearance?
3182	How does Malaysia's government combine a monarchy and a federal electoral system?
2731	What was leisure like during the Victorian era?
661	What describes the four approaches to sovereignty?
3012	What types of buildings have been constructed in the style of Romanesque architecture?
491	How did the world change with the fall of the Iron Curtain?
4028	What is the Nobel Peace Prize?
3271	How did Yeltsin rival the USSR with his role in the RSFSR?
3428	What is the strategy for the future of British Army personnel following the end of National Service?
264	Why was the Mississippi so important during the Civil WAr?
2367	How is the spoken Japanese language affected by social status?
1497	How did mining and logging cause a spike in immigration? How did industry advance as a result?
277	What is the weathering process of a desert?
732	What are ancestors of the flowering plant?
2495	What is Global Hinduism?
1883	What are aspects of the use of execution in Islamic countries?
2764	Why has lead been commonly used?
2643	What message would if send if a government were to abolish a bicameral legislature for a unicameral legislature?
889	How did foreign invasions affect Sri Lanka?
55	Why is Ethiopia using the villagisation programme?
48	What occurred in Connecticut during the American Civil War?
3722	How did Sikhism develop?
152	How was the Jewish Population of Hamburg affected during WWII?
1999	Why is denying sufferage to incarcerated persons increasingly considered a violation of human rights?
1708	How did Luther's bring about reform to the catholic church?
3979	Why did certain Middle East societies use slaves as soldiers?
2898	What was the legacy of Augustus?
2493	How does McDaniel classify Hinduism?
1405	How has Nazism in 1944 affected the refugees coming from Germany?
1313	Petroleum is often referred to as sedimentary rock crude oils. Organically, how does that come about?
1902	How does the United Nations Development Programme provide assistance for Environment and Energy?
3493	What factors have led to Portuguese becoming the fastest growing European language today?
3781	Describe the Proto-Three Kingdoms of Korea?
3881	How was Chuchill's time spent in the British Army on the Western front?
59	Why is Ethiopia considered a global center of avian diversity?
1392	How did religion influence Gothic style?
3105	What were the effects of the expansion of slavery in Louisiana?
2917	What is the spectrum of [or what are] the economic ideas of left-wing politics?
3967	What is the role of intersex in the LGBT community?
1522	How did Vespucchi's claims contribute to the knowledge of a new continent?
1460	Why did the union between Denmark, Norway, and Sweden constantly change?
4136	What is the World Health Organization's attitude toward diet?
1262	What is the geographical extent of the Indian Subcontinent?
4168	What is the origin of the Russian people?
3861	Why were Brunelleschi and Leon Battista Alberti considered among the fathers of both the Renaissance and Neoclassical architecture?
3548	What characterized the Roman settlement of Budapest?
1937	How was the department of state formed?
1456	Why does the polar jet stream effect oceanic climate?
1471	What did the Turkish word for Ottoman mean?
1319	What is the occurrence of Granite?
532	What is the capitol of  Kenya
3920	Why was incorporation of Hollywood as a city significant?
2940	Why was the October Revolution of 1917 important in Estonia's history?
1054	What are some ways writers are trying to resurrect Ancient Greek in modern texts?
4111	In Which Way Does The End of The Last Ice Age & Humans Habitation Of The Rockies Connect The American Continant to Earkly European Conquest Expeditions?
4169	What makes the Russians accomplished in the field of space?
2981	Was There Any Usage For Iron Before Our Era, How Was It Produced & What Was It Used For?
3341	How has atheism been seen to influence social behaviors?
1124	How are countries able to sustain wages?
2384	What happened in Arizona during the Great Depression?
3057	What is the early history of Central Asia?
2950	How can a bill be introduced?
1377	How do the variations of Chinese challenge the linguistic belief that mutual intelligibility defines separate languages?
2641	What are some of the drawbacks to a unicameral system?
673	Why was The Guardian stopped from reporting on Parliament in 2009?
1473	Why did the byzantine empire accept Ottoman rule?
834	How did Poyning's Law affect Great Britain's relationship with Ireland?
3954	How does Fox differ from the other networks in its news coverage?
2252	What is the system of writing Italian?
2466	What is the White House?
3526	"How has Afghanistan's geographical location as a ""nexus point"" shaped the political and cultural geography of the country?"
1193	What is the history of Persia within Iran?
2066	How did the welfare state develop in China?
3485	How is the mild/cool summer subtype described?
2828	What are the elements of the modern English court system?
1638	Are historians in agreement about where modernism originated?
1306	How did the Kievan Rus empire set the foundation for future Slavic culture and societies?
1103	What is the appointment process?
133	What was family life like in Ancient Rome?
3282	What is the cause of alpine climate?
3668	What causes a peak season of tropical cyclone?
1731	Why do people attribute and focus on illegal immigration on those from Mexico and Latin America and not Asians?
2935	What characterizes heavy metal drumming?
1355	"Why is the term ""cold"" used to describe the war?"
3734	How does a country become a member of the WTO?
2028	What is the purpose of the UNESCO Courier magazine?
4030	How is the Nobel Peace Prize selected?
3030	How did Beijing win the Olympic Commitee vote to host the games?
2278	How was New York City's role in the Civil War complex?
335	How did the Spanish line of the Habsburgs come to an end?
2057	What is the ecogeographical definition of Oceania?
1397	"How did the term ""Anglo-Saxon"" originate?"
1314	How can we describe the Petroleum recovery process with respect to extraction mechanisms?
316	What is the pre-colonial history of Bolivia?
223	What stipulations exist around the ownership of the statuettes?
1464	How was the German language standardized?
1754	What causes referendums to potentially undermine a government?
2669	What characterized the third generation of country music?
8	How do the Hague and Geneva Conventions affect prisoners of war?
4012	Why was the power of the Spanish Empire weakened during the last decade of the 17th century?
2814	How has refinement of zinc affected the environment?
1122	What is the report based on?
597	How do Presbyterians link education to religious practice?
24	What happens when a tornado reaches the mature stage?
2881	How do pre-scientific forms of medicine relate to modern medicine?
3894	What significance does the oak play in the bible?
3290	How has Forbes diversified in the last decade or so?
3721	What is the economy of Ottawa?
131	Why was interested in the Declaration revived in the decades following independence?
71	What threats exist to Brazil's wildlife?
1429	How did the Mesopotamians affect later Greek philosophy?
1749	How does tourism affect the English Channel?
3996	Why are warm-water ports so important?
3027	How did the Burschenschaft student movement influence German unification?
583	What is the nutrient content of rice?
3007	How did Birmingham grow to international prominence in the 18th century?
3707	What are the demographics of Missouri?
2213	How is bronze used in modern industry?
3624	What nations are potential superpowers?
350	What times of personal significance has Queen Elizabeth II undergone?
806	How did the Mavericks perform in the 2010 NBA All-Star Game?
2361	What made Alexandria a great ancient city of knowledge and learning?
4174	What is the status of Vietnamese as a foreign language?
2794	"Why was the ""New English Dictionary"" considered a major undertaking?"
1747	What is the English Channel?
2222	Why is capitalism's impact on communism?
3452	What was the contribution to the development of modern tennis?
1812	How do slogans and songs show local support and pride for Ontario?
1411	What were the origins of the first Germanic peoples?
899	Why are different alloys of copper produced?
1123	What happens as wages rise?
1592	How did the Reformation influence the course of history in Antwerp?
1799	"What are the differences between the kinds of computer ""bugs"" and their effects on program usage?"
3361	Hispanic Americans compare with other segments of the US population?
3868	What are the goals of trade unions?
2928	How are future coups predicted?
3851	How did the formal description of white people as a group emerge?
3100	What disadvantages exist in the Westminster parliamentary system?
3667	What happens to the upper ocean during a tropical cyclone?
1783	How did BBC television news begin?
3762	What were the worldwide economic effects of the Depression?
1290	How have the petroleum deposits in the Appalachian Mountains influenced the regional economy?
2797	What is the topography in the Northeastern US?
1842	How Were The  57th Quadrennial American Presidential Election Candidates Parties Nominatiosn Secured?
3726	How is liberation achieved in Sikhsm?
2947	What is the history and popularity of dollar coins?
228	What changes to Hindi did the Indian government implement after the end of colonization?
1870	Why do detractors argue that free trade is harmful?
1744	How Does The U.S. Federal Government Define The As A County Political Concept?
3314	What is the role of graticule on the sphere?
3709	How was Baseball created?
3663	What is match play?
2597	How did the Jews fight the Nazis during the years of the Holocaust?
1819	How does the Nomination File contribute to establishing a World Heritage site?
2762	How did hunter-gatherers arrive in North America?
734	What is the history of classification of the flowering plant?
213	How did Coats of Arm developed?
3780	How does having a college degree effect one's rate of employment?
3326	Why is Rio de Janeiro one of the highly visited city in the Southern Hemisphere?
3519	What are the characteristics of the judiciary system in the US?
3590	What were the effects of the Puritan revolt of 1650?
1873	What is the climate in Cleveland?
1093	How is a confederation unique from a federation?
2010	What types of ballots does the plurality voting system use?
959	How did Chile's distinct geography lead to a rather homogenous culture?
1931	How was the war opposed in Congress?
292	As a contry close to the equator, what is El Salvador doing to combat climate change?
633	How is the Facebook application developed?
3576	How did the development of the internal combustion engine relate to the development of the car?
1932	How did extinction events create favorable conditions for mammals?
4132	Why was the development of the world health organization significant?
1828	What is the relationship between the members of the Warsaw Pact?
4016	What were the different situations in whaich the division of the land of Europed was questioned throughout the Middle Ages?
692	What would characterize California if it were a country?
2970	What effects did the work of Wilhelm Heinrich Riehl have on the Nazi party?
677	What stopped the Vikings from expanding into Europe?
518	What happened while Latvia was under German occupation during World War II?
939	What is the origin of the name Morocco?
1966	What was the importance of St. Luke's Church to the Gothic Revival movement in England?
598	How did early Presbyterian meeting houses differ from the churches that came later?
3802	What type of political support is given to nationalization?
2673	What labor management issues did Seattle have?
4009	How do Baptists view the authority of churches over one another?
1700	Why was the antebellum period difficult for the library?
3935	Why was the GDP established?
1928	What did the U.N. disarmament inspections find?
1650	Why has the EU come together?
3488	How did Polish become more homogenized during the 20th century?
3206	What did Ceasar do to reform the calendar?
245	How did Romania remain neutral during World War I?
712	How does the platypus make use of wetlands?
3411	What was Talleyrand's role in the Congress of Vienna?
2336	What impact did instruments invented during the renaissance period make on classical music?
1661	Why was the G-20 founded?
1946	How were the concentration camps liberated?
778	How were the 2012 Summer Olympics distributed in different venues?
1099	How is the role of head of government defined in parliamentary systems?
2701	How does wage labour compare to slavery?
3929	How are non-permanent members chosen?
2630	How did the modern spelling of Tennessee come to?
630	How was Facemash established?
1595	What caused Antwerp's fortunes to decline and how were they improved again?
3852	How did Asian people become reclassified as Yellow from White?
2145	What companies did Apple acquire in 2013?
702	What economic and infrastructure improvements during the 1950s and 1960s can be credited to the Socialist Credit Party?
638	how does the educational system of stanford university operates?
1952	How did Jazz morph into an art form?
3045	What is the impact of public transportation on the Green movement?
3688	What was the economic status of Venice throughout history?
1094	Why is conflict apt to develop between the states and the nation within a federation?
4024	How did the city of Dublin evolve in the Middle Ages?
3933	What are ethical and safety issues of the Guinness World Records?
2004	How do attitudes toward the Bible among different Christian groups vary?
2132	How do digital engineering tools benefit the user?
3820	Why was it asserted that private lenders were encouraged to relax lending standards by government affordable housing policies?
606	What led to government regulations?
1461	How did King Christian's loss in the Thirty Years' War lead to a decline in Danish power?
1698	Why is James Madison credited with the idea for the Library's creation?
435	How are natural resources valued around the world?
1825	How did William Pitt the Younger contribute to modern tax practices of the modern era?
4095	What problems emerged in 1950 regarding the directions taken by ABC and UPT?
476	Why is hydroelectricity considered high value?
2342	What are the benefits of life in Munich?
3584	How was the Boshin War prosecuted?
1173	Why have international athletes been recruited by National Collegiate Athletic Association institutions?
509	How was the British Empire involved in slave trade?
573	Why was Shanghai considered the center of radical leftism in modern times?
1643	How did Stalin find out about Hitler's plan to destroy the Soviet Union?
2446	How is the NFL draft conducted?
2644	What is Armenia?
3839	How are the Poles origins related to the Slavic nations
172	How did the Tito-Stalin split play out?
3400	Why is the Nile Valley particularly fertile as compared to other locations?
2277	How was Manhattan involved in the Revolutionary War?
818	Given its rather unparalleled acclaim, what is Gold's economic & productivity value with respect to industry?
437	Why are renewable resources continuously available?
353	What happened in Queen Elizabeth II's life in the Second World War?
3696	What is the etymology of the word Islam?
3747	In what ways have Jehovah's Witnesses been criticized?
1266	Under the Koppen climate classification, how do we classify a Mediterranean climate?
1558	What is the climate of Nepal?
431	How much of the Italian language roots from Latin, in contrast with other Romance languages?
1712	How do the views of rationalists differ from orthodox Lutheran theology?
3158	Why was the wealth report written?
1913	Why were attacks with white phosphorus in Afghanistan condemned?
3563	How does the International Space Station communicate to the ground and other spacecraft?
636	how is  the leadership of stanford university run?
3771	What was the effect of the Second World War on Saint Petersburg?
3877	What impact did the treaty have on France?
815	We understand that Gold's atomic number of 79 gives it some awesome characteristics in the universe. Can you elaborate a bit further on this question?
1809	"How did ""relative stability"" after the War of 1812 entice European immigrants to come to Ontario?"
390	How did the popularity of volleyball spread outside the US?
2207	Why were the British worried that French speaking Quebec might gain revolutionary inspiration from the American Revolution?
1557	How did factionalism inside the royal family lead to instability in the 1800s?
1864	Why is FDI increasingly important?
266	What is the difference between the law of one price and purchasing power parity?
847	Why was the Treaty of Kiel important?
3301	What are contributing factors to the extremely high cost of living in Hawaii?
565	How does the head of state differ from the head of government?
3792	HOW HAS SAUDI ARABIA SUPPORTED IT ECONOMIC GROWTH?
455	How does the executive fit in with the other branches of government?
1220	What is the structure of the high school graduation examination in Vietnam?
3377	What characterizes an oceanic island?
3134	How are sub-Saharan Africans entering secondary education?
2475	How is latitude abstracted?
714	How do wetlands purify water?
674	Why is German one of the major languages in Namibia?
568	What is the role of head of state in a parliamentary constitutional monarchy?
1925	How did the modern French language evolve?
2841	Why effects did World at II have on Belgium's national security?
3523	have All The Prize Nominees & Laureates Been Always Deserving?
2090	How does Congress include the voices of American territories and Washington DC?
1353	What characterized law in the Roman Empire?
993	Why is Houston a growing city, in terms of economics and culture?
3749	How do Jehovah's Witnesses make use of pamphlets and other literature to spread their message?
497	How Do The Salian Franks Relate To The Roman Empire?
2344	Why is it important to study Geopolitics?
271	What is the earliest history of the Russian language?
2516	Could the Confederacy have won the Civil War?
2151	What caused European integration to be viewed as antidotal to the extreme nationalism which had devastated the continent after World War II?
4031	How is the Nobel Peace Prize awarded?
783	How much power do legislatures yield?
624	Why should HIV be considered in people with high fevers?
3353	How was the ball used in basketball developed?
1565	What is notable about the vowel qualities?
2432	How do formalist definitions identify mathematics?
2060	What was the United States War significance in the Civil War?
3323	What does the Ahmadi thought emphasize?
3023	What was the East India Company's role in the economy of Great Britain?
3900	What is the etymology of Singapore?
2783	What is the caloric restriction theory?
3195	Why was the strength of the fleets of the Kingdom of England so important?
1704	What are the main threats to the environment of the Gulf, and why researchers concerned?
12	What challenges does a service provider face in developing a market advantage?
2029	Why did the United States withdraw funding from UNESCO?
2635	What is the liveability rating of Pittsburgh?
2919	What is the range of or spectrum of ideas in today's left-wing politics?
177	How did the economy deteriorate in the mid-1980s?
955	What is the history of the use of the CE/BCE abbreviation in regards to the Common Era?
135	What was the significance of Luther published Ninety-five Theses to the modern movement?
3756	What modern reforms helped form the modern version of Turkish?
2976	How does the EPA ensure safe drinking water for the public?
3506	What are the general principles and fundamentals of nationalism?
524	Why did the Czechoslovakia need to rely on Russian imports during the Communist period?
1788	What was the original Kingdom of England?
218	What actions did the Continental Congress take in response to the impending crisis?
2448	How is the Midwest shaped by geographical features
1697	Can materials be checked out of the library?
1454	Why do subtropical climates tend to relate to oceanic climates?
3652	How did September 11th cause a historical measure to take place?
2744	What invention was conceived in Lyon?
1687	How did Sicily become a prominent Kingdom?
2549	Is technological employment considered structural or cyclical?
3147	Why does  varying geography in Pennsylvania effect its climate
1690	How has Sicily's wine industry improved over recent years?
3570	How was the Austrailian population of Scottish people progess in the 1800's?
2333	Why was Ohio admitted in the Union retroactively?
356	How does a polycentric metropolitan area form?
953	What are the origins of the Common Era?
3415	"How is the word ""suburb"" used in Australia and New Zealand?"
